Timestamp,Workers,CPU_Usage_%,Running_Pods,Pending_Pods,CPU_Req,CPU_Cap,Mem_Req,Mem_Cap,Predicted_CPU_Req,Action,Reason
2026-02-27 21:12:33,1,79.72,18,6,3.85,4.0,2.25,7.64,6.82,SCALE_OUT,[Emergency] Detected 6 Pending Pods
2026-02-27 21:13:42,2,53.19,23,0,5.1,8.0,2.88,11.64,8.78,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:14:43,2,53.39,23,0,5.1,8.0,2.88,11.64,6.49,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:15:44,2,52.16,20,0,4.5,8.0,2.5,11.64,5.6,DO_NOTHING,System is stable
2026-02-27 21:16:45,2,48.55,20,0,4.5,8.0,2.5,11.64,6.11,DO_NOTHING,System is stable
2026-02-27 21:17:46,2,50.45,21,0,4.7,8.0,2.62,11.64,5.32,DO_NOTHING,System is stable
2026-02-27 21:18:47,2,49.39,20,0,4.5,8.0,2.5,11.64,5.53,DO_NOTHING,System is stable
2026-02-27 21:19:48,2,42.94,14,0,3.3,8.0,1.75,11.64,6.49,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:20:49,2,29.81,10,0,2.5,8.0,1.25,11.64,6.22,DO_NOTHING,System is stable
2026-02-27 21:21:50,2,27.2,10,0,2.5,8.0,1.25,11.64,5.52,DO_NOTHING,System is stable
2026-02-27 21:22:51,2,33.55,12,0,2.9,8.0,1.5,11.64,7.14,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:23:52,2,38.14,14,0,3.3,8.0,1.75,11.64,6.46,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:24:53,2,47.19,18,0,4.1,8.0,2.25,11.64,6.47,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:25:54,2,47.4,19,3,4.9,8.0,2.75,11.64,6.66,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:26:54,2,56.25,23,0,5.1,8.0,2.88,11.64,6.11,DO_NOTHING,System is stable
2026-02-27 21:27:55,2,58.0,23,0,5.3,8.0,3.0,11.64,5.82,DO_NOTHING,System is stable
2026-02-27 21:28:56,2,62.3,26,0,5.7,8.0,3.25,11.64,5.83,DO_NOTHING,System is stable
2026-02-27 21:29:57,2,67.53,29,0,6.3,8.0,3.62,11.64,6.05,DO_NOTHING,System is stable
2026-02-27 21:30:58,2,71.19,34,0,7.3,8.0,4.25,11.64,6.23,DO_NOTHING,System is stable
2026-02-27 21:31:59,2,75.64,36,1,7.7,8.0,4.5,11.64,7.16,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:33:00,2,77.31,36,4,7.7,8.0,4.5,11.64,6.54,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:34:01,2,77.54,36,6,7.7,8.0,4.5,11.64,6.85,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:35:02,2,77.55,36,8,7.7,8.0,4.5,11.64,6.96,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:36:03,2,76.58,36,9,7.7,8.0,4.5,11.64,7.38,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:37:04,2,77.04,36,9,7.7,8.0,4.5,11.64,6.64,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:38:05,2,78.09,36,9,7.7,8.0,4.5,11.64,7.35,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:39:06,2,77.5,36,9,7.7,8.0,4.5,11.64,6.5,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:40:07,2,77.25,36,8,7.7,8.0,4.5,11.64,1.11,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:41:08,2,76.46,36,6,7.7,8.0,4.5,11.64,6.1,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:42:08,2,76.68,36,4,7.7,8.0,4.5,11.64,4.87,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:43:09,2,76.36,36,3,7.7,8.0,4.5,11.64,6.22,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:44:10,2,77.14,36,1,7.7,8.0,4.5,11.64,5.98,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:45:11,2,77.38,36,3,7.7,8.0,4.5,11.64,6.1,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:46:12,2,76.21,36,4,7.7,8.0,4.5,11.64,6.48,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:47:13,2,76.92,36,4,7.7,8.0,4.5,11.64,6.34,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:48:14,2,77.31,36,4,7.7,8.0,4.5,11.64,6.13,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:49:15,2,76.94,36,4,7.7,8.0,4.5,11.64,6.79,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:50:16,2,77.03,36,2,7.7,8.0,4.5,11.64,6.84,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:51:17,2,76.84,36,2,7.7,8.0,4.5,11.64,7.0,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:52:18,2,76.45,36,1,7.7,8.0,4.5,11.64,6.67,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:53:19,2,76.16,36,1,7.7,8.0,4.5,11.64,6.57,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:54:19,2,76.99,35,0,7.5,8.0,4.38,11.64,6.86,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:55:20,2,77.48,35,0,7.5,8.0,4.38,11.64,5.06,DO_NOTHING,System is stable
2026-02-27 21:56:21,2,72.89,32,0,6.9,8.0,4.0,11.64,6.19,DO_NOTHING,System is stable
2026-02-27 21:57:22,2,74.51,32,0,6.9,8.0,4.0,11.64,5.68,DO_NOTHING,System is stable
2026-02-27 21:58:23,2,69.09,29,0,6.3,8.0,3.62,11.64,6.77,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 21:59:24,2,65.35,26,0,5.9,8.0,3.38,11.64,6.07,DO_NOTHING,System is stable
2026-02-27 22:00:25,2,62.74,24,0,5.3,8.0,3.0,11.64,5.88,DO_NOTHING,System is stable
2026-02-27 22:01:26,2,57.54,23,0,5.1,8.0,2.88,11.64,5.57,DO_NOTHING,System is stable
2026-02-27 22:02:27,2,53.86,21,0,4.7,8.0,2.62,11.64,6.5,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 22:03:28,2,46.41,16,0,3.7,8.0,2.0,11.64,6.54,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 22:04:29,2,35.42,13,0,3.1,8.0,1.62,11.64,6.16,DO_NOTHING,System is stable
2026-02-27 22:05:30,2,27.77,10,0,2.5,8.0,1.25,11.64,6.53,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 22:06:31,2,27.54,10,0,2.5,8.0,1.25,11.64,6.49,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 22:07:31,2,30.12,11,0,2.7,8.0,1.38,11.64,6.42,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 22:08:32,2,37.58,14,0,3.3,8.0,1.75,11.64,6.53,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 22:09:33,2,35.71,13,0,3.1,8.0,1.62,11.64,6.48,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 22:10:34,2,39.7,18,0,4.1,8.0,2.25,11.64,6.43,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 22:11:35,2,47.46,20,0,4.5,8.0,2.5,11.64,6.54,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 22:12:36,2,55.44,22,0,4.9,8.0,2.75,11.64,6.31,DO_NOTHING,System is stable
2026-02-27 22:13:37,2,53.83,24,0,5.3,8.0,3.0,11.64,6.06,DO_NOTHING,System is stable
2026-02-27 22:14:38,2,57.27,23,0,5.1,8.0,2.88,11.64,6.4,DO_NOTHING,System is stable
2026-02-27 22:15:39,2,55.36,23,0,5.1,8.0,2.88,11.64,6.65,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 22:16:40,2,56.51,22,0,4.9,8.0,2.75,11.64,6.55,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 22:17:41,2,61.06,25,0,5.5,8.0,3.12,11.64,6.76,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 22:18:42,2,62.91,26,0,5.7,8.0,3.25,11.64,6.25,DO_NOTHING,System is stable
2026-02-27 22:19:42,2,65.66,29,0,6.3,8.0,3.62,11.64,6.11,DO_NOTHING,System is stable
2026-02-27 22:20:43,2,64.4,28,0,6.1,8.0,3.5,11.64,6.13,DO_NOTHING,System is stable
2026-02-27 22:21:44,2,66.21,29,0,6.3,8.0,3.62,11.64,5.86,DO_NOTHING,System is stable
2026-02-27 22:22:45,2,66.6,29,2,6.7,8.0,3.88,11.64,6.22,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 22:23:46,2,67.58,31,0,6.7,8.0,3.88,11.64,5.95,DO_NOTHING,System is stable
2026-02-27 22:24:47,2,69.04,31,0,6.7,8.0,3.88,11.64,5.55,DO_NOTHING,System is stable
2026-02-27 22:25:48,2,72.66,34,0,7.3,8.0,4.25,11.64,7.15,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 22:26:49,2,72.66,35,0,7.5,8.0,4.38,11.64,6.36,DO_NOTHING,System is stable
2026-02-27 22:27:50,2,75.81,35,0,7.5,8.0,4.38,11.64,6.88,DO_NOTHING,Blocked: Max Workers (2) Reached
2026-02-27 22:28:51,2,76.92,36,1,7.7,8.0,4.5,11.64,6.76,DO_NOTHING,Blocked: Max Workers (2) Reached
